BrokerID,BrokerName,ClientID,ClientName,ClientAlternate,EIN,BillingStartDate,Active,ClientDivisionID,ClientDivisionName,DivisionName
67,# BROKER ADMIN,450,AdTheorent,BENADTHE,454058936,20171201,Active,648,,Yield
67,# BROKER ADMIN,1115,Advanced Battery Concepts,BEN9GAABC,263254592,20210301,Active,1689,,Advanced Battery Concepts
67,# BROKER ADMIN,989,"Affordable Engineering Services, Inc.",BEN9AFENG,593812042,20210101,Active,1520,,"Affordable Engineering Services, Inc."
67,# BROKER ADMIN,989,"Affordable Engineering Services, Inc.",BEN9AFENG,593812042,20210101,Active,1521,,California Corporate
67,# BROKER ADMIN,989,"Affordable Engineering Services, Inc.",BEN9AFENG,593812042,20210101,Active,1522,,California Union
67,# BROKER ADMIN,1004,Aircraft Precision Products Inc.,BEN9GAAPP,381257025,20210301,Active,1549,,4
67,# BROKER ADMIN,1004,Aircraft Precision Products Inc.,BEN9GAAPP,381257025,20210301,Active,1550,,5
67,# BROKER ADMIN,1004,Aircraft Precision Products Inc.,BEN9GAAPP,381257025,20210301,Active,1551,,6
67,# BROKER ADMIN,1004,Aircraft Precision Products Inc.,BEN9GAAPP,381257025,20210301,Active,1548,,Aircraft Precision Products Inc.
67,# BROKER ADMIN,1209,Alaskan Brewing Company,BENABCOMP,920174192,20210701,Active,2008,,Alaskan Brewing Company
67,# BROKER ADMIN,806,Alcom Printing,BENALCOM,231640799,20200101,Active,1173,,Alcom Printing
67,# BROKER ADMIN,1197,Allegheny Cemetery,BENALLEGC,250314860,20210701,Active,1992,,Allegheny Cemetery
67,# BROKER ADMIN,690,"Allied Vision Group, Inc.",BEN9AVGIN,222983482,20190701,Active,1002,,"Allied Vision Group, Inc."
67,# BROKER ADMIN,1267,Allsouth Sprinkler Co,BENALSSPR,581168976,20211001,Active,2122,,Allsouth Sprinkler Co
67,# BROKER ADMIN,707,AMC Fire Protection,BEN9AMC,232491287,20190901,Active,1050,,AMC Fire Protection
67,# BROKER ADMIN,1156,American Boiler and Mechanical,BEN9AMBAM,431014083,20210501,Active,1934,,American Boiler and Mechanical
67,# BROKER ADMIN,927,"American Health Associates, Inc",BEN9AHEAL,650214185,20200601,Active,1343,,Amerathon LLC
67,# BROKER ADMIN,927,"American Health Associates, Inc",BEN9AHEAL,650214185,20200601,Active,1337,,"American Health Associates, Inc"
67,# BROKER ADMIN,831,American Torch Tip Company,BENATORCH,592297860,20200101,Active,1212,,American Torch Tip Company
67,# BROKER ADMIN,605,"Anago Franchising, Inc.",BEN9ANAG,650585521,20181001,Active,883,,"Anago Franchising, Inc."
67,# BROKER ADMIN,1228,"Analysis and Resilience Center for Systemic Risk, Inc.",BENARCSR,852311247,20210901,Active,2046,,Analysis and Resilience Center for Systemic Risk
67,# BROKER ADMIN,581,"Apache Fabricators, LLC",BEN9APACH,471828815,20180301,Active,850,,"Apache Fabricators, LLC"
67,# BROKER ADMIN,885,"Apache Steel Works, LLC",BEN9ASWORK,471851120,20200201,Active,1284,,"Apache Steel Works, LLC"
67,# BROKER ADMIN,1169,Approved Energy LLC,BEN9APREN,205564649,20210501,Active,1956,,Approved Energy LLC
67,# BROKER ADMIN,1169,Approved Energy LLC,BEN9APREN,205564649,20210501,Active,1958,,Management
67,# BROKER ADMIN,1167,"Approved Oil Company of Brooklyn, Inc.",BEN9APROI,111750251,20210501,Active,1954,,"Approved Oil Company of Brooklyn, Inc."
67,# BROKER ADMIN,1170,Approved Plumbing & Fire Protection LLC,BEN9APRPF,811576062,20210501,Active,1957,,Approved Plumbing & Fire Protection LLC
67,# BROKER ADMIN,1170,Approved Plumbing & Fire Protection LLC,BEN9APRPF,811576062,20210501,Active,1959,,Management
67,# BROKER ADMIN,747,Aspire Business Consulting TERM 11/30/2021,BEN9ASPBS,202964666,20190901,Active,2048,,ABC Business Advisors
67,# BROKER ADMIN,747,Aspire Business Consulting TERM 11/30/2021,BEN9ASPBS,202964666,20190901,Active,1096,,Aspire Business Consulting
67,# BROKER ADMIN,747,Aspire Business Consulting TERM 11/30/2021,BEN9ASPBS,202964666,20190901,Active,2049,,Aspire Search and Staffing
67,# BROKER ADMIN,718,Assist America,BENASSIST,223046391,20190901,Active,1065,,Assist America
67,# BROKER ADMIN,1160,Atelier Ace LLC,BENATACE,262450575,20210601,Active,1938,,Atelier Ace LLC
67,# BROKER ADMIN,719,Atrium Innovations - Garden of Life,BENGRDLFE,980187883,20200101,Active,1066,,Atrium Innovations - Garden of Life
67,# BROKER ADMIN,737,Atrium Innovations - HVL LLC,BENHVLLLC,980187883,20190901,Active,1084,,Atrium Innovations - HVL LLC
67,# BROKER ADMIN,1199,"Avation Medical, Inc.",BENAVAMED,813384866,20210701,Active,1994,,"Avation Medical, Inc."
67,# BROKER ADMIN,699,"B. Rushing Lawn & Landscaping, Inc.",BEN9BRUSH,542040567,20190801,Active,1015,,"B. Rushing Lawn & Landscaping, Inc."
67,# BROKER ADMIN,1128,Bainbridge Communities Management LLC,BENBCM,262952811,20210401,Active,1704,,Bainbridge Communities Management LLC
67,# BROKER ADMIN,1128,Bainbridge Communities Management LLC,BENBCM,262952811,20210401,Active,1707,,CORPORATE
67,# BROKER ADMIN,1128,Bainbridge Communities Management LLC,BENBCM,262952811,20210401,Active,1706,,STANDARD EMPLOYEE
67,# BROKER ADMIN,970,"Barcade Holdings, LLC",BEN9BHOLD,471110084,20201201,Active,1444,,"Barcade Holdings, LLC"
67,# BROKER ADMIN,1010,Barrick Enterprises,BEN9GABRK,382165887,20210301,Active,1559,,B&R Trucking
67,# BROKER ADMIN,1268,Bayside Housing & Services,BENBAYSID,471798297,20211001,Active,2123,,Bayside Housing & Services
67,# BROKER ADMIN,982,"Beckley's Enterprises, Inc.",BEN9BECKLY,521237815,20210101,Active,1512,,"Beckley's Enterprises, Inc."
67,# BROKER ADMIN,1248,Believe Music America LLC,BENBELMUS,352699640,20211001,Active,2084,,Believe Music America LLC
67,# BROKER ADMIN,1181,"Bell Fuel Oil, LLC",BEN9BELLF,453784045,20210501,Active,1971,,"Bell Fuel Oil, LLC"
67,# BROKER ADMIN,876,"Benjamin Obdyke, Inc.",BEN9BENOBD,230926670,20200301,Active,1275,,"Benjamin Obdyke, Inc."
67,# BROKER ADMIN,644,"Best Plumbing Supply, Inc. TERM EFF 12/31/2021",BENBESTPS,131923146,20190101,Active,928,,"Best Plumbing Supply, Inc."
67,# BROKER ADMIN,1012,Bill's Custom Fab,BEN9GABILL,383251330,20210301,Active,1564,,1
67,# BROKER ADMIN,1012,Bill's Custom Fab,BEN9GABILL,383251330,20210301,Active,1565,,2
67,# BROKER ADMIN,1012,Bill's Custom Fab,BEN9GABILL,383251330,20210301,Active,1563,,Bill's Custom Fab
67,# BROKER ADMIN,1190,Biohabitats Inc.,BENBIOHAB,521594014,20210601,Active,1985,,Biohabitats Inc.
67,# BROKER ADMIN,828,"Blackfynn, Inc.",BEN9BKFYN,473043147,20200201,Active,1208,,"Blackfynn, Inc."
67,# BROKER ADMIN,1088,Block Electric Company,BEN9GABEC,383254564,20210301,Active,1655,,Block Electric Company
67,# BROKER ADMIN,1186,Bloom Engineering Company Inc.,BENBLOOMC,250938174,20210601,Active,1981,,Bloom Engineering Company Inc.
67,# BROKER ADMIN,889,"BLT and Company, Inc.",BEN9BERLT,137222984,20200501,Active,1289,,"BLT and Company, Inc."
67,# BROKER ADMIN,886,"BNW Rigging, Inc.",BEN9BNWRIG,473213586,20200501,Active,1286,,"BNW Rigging, Inc."
67,# BROKER ADMIN,776,"Bolay Enterprises, LLC",BENBOLAYE,384003175,20191001,Active,1138,,"Bolay Enterprises, LLC"
67,# BROKER ADMIN,627,"Bove Industries, Inc",BENBOVE,112733094,20190101,Active,905,,"Bove Industries, Inc"
67,# BROKER ADMIN,1026,Bradley R Investments,BEN9GABRI,383424355,20210301,Active,1594,,Bradley R Investments
67,# BROKER ADMIN,669,"Breaktime Corner Market, L.L.C.",BEN9BRCOM,833293775,20190501,Active,992,,43RD-Houston TX
67,# BROKER ADMIN,669,"Breaktime Corner Market, L.L.C.",BEN9BRCOM,833293775,20190501,Active,966,,"Breaktime Corner Market, L.L.C."
67,# BROKER ADMIN,669,"Breaktime Corner Market, L.L.C.",BEN9BRCOM,833293775,20190501,Active,989,,"Channelview, Tx"
67,# BROKER ADMIN,669,"Breaktime Corner Market, L.L.C.",BEN9BRCOM,833293775,20190501,Active,991,,"Cleveland, Tx"
67,# BROKER ADMIN,669,"Breaktime Corner Market, L.L.C.",BEN9BRCOM,833293775,20190501,Active,983,,Colorado
67,# BROKER ADMIN,669,"Breaktime Corner Market, L.L.C.",BEN9BRCOM,833293775,20190501,Active,984,,Corporate
67,# BROKER ADMIN,669,"Breaktime Corner Market, L.L.C.",BEN9BRCOM,833293775,20190501,Active,985,,Killeen/Beverly Hills
67,# BROKER ADMIN,669,"Breaktime Corner Market, L.L.C.",BEN9BRCOM,833293775,20190501,Active,986,,"Nassau Bay, Tx"
67,# BROKER ADMIN,669,"Breaktime Corner Market, L.L.C.",BEN9BRCOM,833293775,20190501,Active,987,,"Normandy, Houston. TX"
67,# BROKER ADMIN,669,"Breaktime Corner Market, L.L.C.",BEN9BRCOM,833293775,20190501,Active,988,,"Spring, TX (Aldine Westfield)"
67,# BROKER ADMIN,669,"Breaktime Corner Market, L.L.C.",BEN9BRCOM,833293775,20190501,Active,990,,Store 2740166 Deer Park TX
67,# BROKER ADMIN,957,"BridgePhase, LLC",BEN9BRPHS,261927370,20201101,Active,1390,,"BridgePhase, LLC"
67,# BROKER ADMIN,1161,Brilla College Preparatory Charter Schools,BENBRILLA,813081969,20210701,Active,1940,,Brilla College Preparatory Charter Schools
67,# BROKER ADMIN,948,Brother's Brother Foundation,BEN9BROBF,346562544,20201001,Active,1369,,Brother's Brother Foundation
67,# BROKER ADMIN,948,Brother's Brother Foundation,BEN9BROBF,346562544,20201001,Active,1410,,In Network PA
67,# BROKER ADMIN,948,Brother's Brother Foundation,BEN9BROBF,346562544,20201001,Active,1411,,Out of Network PA
67,# BROKER ADMIN,700,Burke Construction Group,BEN9BURKE,261205588,20190701,Active,1040,,Burke Construction Group
67,# BROKER ADMIN,914,Butts County Board Commissioners,BEN9BUTTCT,586012659,20200701,Active,1320,,Butts County Board Commissioners
67,# BROKER ADMIN,1016,"C&K Market, Inc.",BEN9CKMKT,930564163,20210115,Active,1571,,"C&K Market, Inc."
67,# BROKER ADMIN,1018,C&R Electric,BEN9GACNR,202287461,20210301,Active,1574,,C&R Electric
67,# BROKER ADMIN,838,C-P-S Automotive LP,BEN9CPSA,364820619,20200101,Active,1221,,C-P-S Automotive LP
67,# BROKER ADMIN,1264,Capmar Realty,BENCAPMR,111903061,20211001,Active,2117,,Capmar Realty
67,# BROKER ADMIN,981,"CareCloud, Inc.",BENMTBC,223832302,20210101,Active,1506,,"CareCloud, Inc."
67,# BROKER ADMIN,981,"CareCloud, Inc.",BENMTBC,223832302,20210101,Active,2205,,MedSR
67,# BROKER ADMIN,981,"CareCloud, Inc.",BENMTBC,223832302,20210101,Active,1509,,Meridian
67,# BROKER ADMIN,981,"CareCloud, Inc.",BENMTBC,223832302,20210101,Active,1508,,MTBC Acquisition
67,# BROKER ADMIN,981,"CareCloud, Inc.",BENMTBC,223832302,20210101,Active,1510,,MTBC Health
67,# BROKER ADMIN,981,"CareCloud, Inc.",BENMTBC,223832302,20210101,Active,1511,,MTBC Med
67,# BROKER ADMIN,981,"CareCloud, Inc.",BENMTBC,223832302,20210101,Active,1507,,MTBC Practice Management
67,# BROKER ADMIN,981,"CareCloud, Inc.",BENMTBC,223832302,20210101,Active,1505,,"MTBC, Inc."
67,# BROKER ADMIN,1027,Caring Professionals Inc.,BENCPRONY,113200513,20210401,Active,1595,,Caring Professionals Inc.
67,# BROKER ADMIN,822,CASIS,BENCASIS,275410763,20200101,Active,1202,,CASIS
67,# BROKER ADMIN,708,Cellucap Manufacturing Company Inc.,BEN9CELLU,231523496,20190901,Active,1051,,Cellucap Manufacturing Company Inc.
67,# BROKER ADMIN,708,Cellucap Manufacturing Company Inc.,BEN9CELLU,231523496,20190901,Active,1061,,Cellunet Manufacturing Company
67,# BROKER ADMIN,708,Cellucap Manufacturing Company Inc.,BEN9CELLU,231523496,20190901,Active,1062,,Disco
67,# BROKER ADMIN,1251,CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL A NJ NONPROFIT CORPORATION,BENCJCPCS,204477065,20210901,Active,2092,,CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL A NJ NO
67,# BROKER ADMIN,1066,Central Michigan Ins,BEN9GACMI,381753524,20210301,Active,1633,,Central Michigan Ins
67,# BROKER ADMIN,1180,Cerebral Technologies Inc,BENCRTECH,261508597,20210601,Active,1969,,Cerebral Technologies Inc
67,# BROKER ADMIN,1208,Cherry Hill Hotel Management LLC,BENCHHM,204632491,20210701,Active,2007,,Cherry Hill Hotel Management LLC
67,# BROKER ADMIN,1014,Chippewa River District Library,BEN9GACRD,383419424,20210301,Active,1568,,0
67,# BROKER ADMIN,1014,Chippewa River District Library,BEN9GACRD,383419424,20210301,Active,1567,,Chippewa River District Library
67,# BROKER ADMIN,646,"Chive International, LLC",BEN9CHIVE,901020094,20190201,Active,930,,"Chive International, LLC"
67,# BROKER ADMIN,614,Clarksons Platou Shipping Services USA LLC,BENCLRKSN,710894116,20181201,Active,892,,Clarksons Platou Shipping Services USA LLC
67,# BROKER ADMIN,846,Cloudhesive,BEN9CLDHE,464561958,20200201,Active,1235,,Cloudhesive
67,# BROKER ADMIN,1006,CMSInter.net TERM EFF 7/31/2021,BEN9GACMS,383569119,20210301,Active,1554,,CMSInter.net
67,# BROKER ADMIN,802,COBLE BUILDERS LLC,BEN9COBLE,453735836,20191101,Active,1169,,COBLE BUILDERS LLC
67,# BROKER ADMIN,506,Cognitio Corp.,BENCOGNIT,465463187,20180201,Active,728,,Cognitio Corp.
67,# BROKER ADMIN,746,Coleys Inc,BEN9COLEY,341020964,20190701,Active,1095,,Coleys Inc
67,# BROKER ADMIN,612,Comfort Auto Group TERM 2/1/2021,BENCOMFRT,812520072,20181101,Active,890,,Comfort Auto Group
67,# BROKER ADMIN,1102,Compass Rose,BENCOMROS,461451778,20210401,Active,1676,,Compass Rose
67,# BROKER ADMIN,734,"Conrad O'Brien, PC",BENCONRAD,232328687,20190901,Active,1081,,"Conrad O'Brien, PC"
67,# BROKER ADMIN,1123,Correct Compression Operating Inc.,BEN9GACCO,452660488,20210401,Active,1699,,Correct Compression Operating Inc.
67,# BROKER ADMIN,662,CPR Medical Transport LLC,BEN9CPRMT,450588909,20190401,Active,954,,CPR Medical Transport LLC
67,# BROKER ADMIN,408,Craveable Hospitality Group,BENCRAVE,263444176,20170901,Active,593,,Craveable Hospitality Group
67,# BROKER ADMIN,1068,Creative Technologies Academy,BEN9GACTA,383423215,20210301,Active,1635,,Creative Technologies Academy
67,# BROKER ADMIN,1048,Custom Heating & Plumbing Inc.,BEN9GACHP,383115979,20210301,Active,1615,,Custom Heating & Plumbing Inc.
67,# BROKER ADMIN,1108,"CybeCys, Inc.",BEN9CYBEC,203282275,20210301,Active,1682,,"CybeCys, Inc."
67,# BROKER ADMIN,713,"D & R Machine Co., Inc.",BEN9DRMCH,232024007,20190901,Active,1056,,"D & R Machine Co., Inc."
67,# BROKER ADMIN,758,"D'Lauro & Rodgers, Inc.",BEN9DLROD,232627822,20190901,Active,1114,,"D'Lauro & Rodgers, Inc."
67,# BROKER ADMIN,1307,Dash Technologies Inc,BENDASHTE,800641840,20211101,Active,2208,,Dash Technologies Inc
67,# BROKER ADMIN,1195,Data Computer Corporation of America,BENDATACO,521296143,20210601,Active,1990,,DCCA
67,# BROKER ADMIN,969,Dawn Enterprises,BEN9DAWNE,341139502,20201201,Active,1443,,Dawn Enterprises
67,# BROKER ADMIN,712,"Dell Retirement Services, Inc.",BEN9DELRT,233082110,20190901,Active,1055,,"Dell Retirement Services, Inc."
67,# BROKER ADMIN,712,"Dell Retirement Services, Inc.",BEN9DELRT,233082110,20190901,Active,1064,,Meadows Management
67,# BROKER ADMIN,712,"Dell Retirement Services, Inc.",BEN9DELRT,233082110,20190901,Active,1063,,Shannondell at Valley Forge
67,# BROKER ADMIN,620,"Denovo Administrative Services, LLC",BEN9DENOV,463878702,20181001,Active,898,,"Denovo Administrative Services, LLC"
67,# BROKER ADMIN,960,"Dickie Brennan and Co., LLC",BEN9DBCNO,455611579,20201201,Active,1434,,Acorn
67,# BROKER ADMIN,960,"Dickie Brennan and Co., LLC",BEN9DBCNO,455611579,20201201,Active,1432,,Bourbon House
67,# BROKER ADMIN,960,"Dickie Brennan and Co., LLC",BEN9DBCNO,455611579,20201201,Active,1395,,"Dickie Brennan and Co., LLC"
67,# BROKER ADMIN,960,"Dickie Brennan and Co., LLC",BEN9DBCNO,455611579,20201201,Active,1431,,Dickie Brennan Steakhouse
67,# BROKER ADMIN,960,"Dickie Brennan and Co., LLC",BEN9DBCNO,455611579,20201201,Active,1436,,Palace Café
67,# BROKER ADMIN,960,"Dickie Brennan and Co., LLC",BEN9DBCNO,455611579,20201201,Active,1433,,Tableau
67,# BROKER ADMIN,960,"Dickie Brennan and Co., LLC",BEN9DBCNO,455611579,20201201,Active,1435,,The Commissary
67,# BROKER ADMIN,958,DiRX Inc,BENDIRX,852713842,20201001,Active,1391,,DiRX Inc
67,# BROKER ADMIN,852,Diversified Staffing Group dba Top Stack,BENDIVESG,822326269,20200401,Active,1245,,Diversified Staffing Group dba Top Stack
67,# BROKER ADMIN,1038,DO NOT USE Wendels of Mt. Pleasant,,1212133,20210301,Active,1606,,Wendels of Mt. Pleasant
67,# BROKER ADMIN,1043,do not use Women's Medical Center PC,,998877665,20210301,Active,1611,,Women's Medical Center PC
67,# BROKER ADMIN,1074,DO NOT USE-Wendel's of Mt. Pleasant,,9873214,20000301,Active,1641,,Wendels of Mt. Pleasant
67,# BROKER ADMIN,1080,Doherty Operating Corp,BEN9GADOC,381584327,20210301,Active,1647,,Doherty Operating Corp
67,# BROKER ADMIN,602,"Doormark, Inc.",BEN9DOORM,650483749,20181101,Active,880,,"Doormark, Inc."
67,# BROKER ADMIN,499,"Dress Code NY, Inc",BENDRCODE,262996928,20180201,Active,721,,"Dress Code NY, Inc"
67,# BROKER ADMIN,1021,Dufrene Machinery Inc.,BEN9GADUF,382928529,20210301,Active,1578,,RAR Electric
67,# BROKER ADMIN,1213,Durst Corporation Inc,BENDURST,222958979,20210701,Active,2012,,Durst Corporation Inc
67,# BROKER ADMIN,521,"Eastern Sign Tech, LLC",BENESTLLC,270050904,20180401,Active,753,,"Eastern Sign Tech, LLC"
67,# BROKER ADMIN,1157,EJD Transport,BENGAEJDT,383099332,20210601,Active,1935,,
67,# BROKER ADMIN,792,"Elevate Insurance Services, LLC",BEN9ELINS,452395436,20191001,Active,1157,,"Elevate Insurance Services, LLC"
67,# BROKER ADMIN,1078,Ellsworth Farmers Exchange,BEN9GAEFE,380517390,20210301,Active,1645,,Ellsworth Farmers Exchange
67,# BROKER ADMIN,715,Elms of Cranbury TERM EFF 9/30/2021,BENELMSCR,223581231,20190901,Active,1058,,Elms of Cranbury
67,# BROKER ADMIN,767,"Emerald Standard Services, Inc.",BEN9EMERA,800004612,20191101,Active,1124,,"Emerald Standard Services, Inc."
67,# BROKER ADMIN,638,"Emerging Vision, Inc.",BENEVI,113096941,20190201,Active,922,,Sterling Optical
67,# BROKER ADMIN,642,Energy Capital Credit Union,BENECCU,741110016,20190201,Active,926,,Energy Capital Credit Union
67,# BROKER ADMIN,515,Enterprise-Knowledge,BENEKNOW,463204727,20180301,Active,745,,enterprise-knowledge
67,# BROKER ADMIN,967,"EPGD ATTORNEY AT LAW, P.A.",BEN9EPGD,462134804,20201101,Active,1441,,"EPGD ATTORNEY AT LAW, P.A."
67,# BROKER ADMIN,1174,"Eric Colbert & Associates, PC",BENERICCA,521580305,20210401,Active,1963,,"Eric Colbert & Associates, PC"
67,# BROKER ADMIN,689,"Estate Investments Group, LLC",BEN9ESTIN,462309548,20190601,Active,1001,,"Estate Investments Group, LLC"
67,# BROKER ADMIN,674,EVRY USA CORPORATION,BEN9EVRY,363910805,20190301,Active,973,,EVRY USA CORPORATION
67,# BROKER ADMIN,1215,Eye Specialist Surgeons of Northern VA,BEN9ESSNV,475254017,20210701,Active,2014,,Eye Specialist Surgeons of Northern VA
67,# BROKER ADMIN,1215,Eye Specialist Surgeons of Northern VA,BEN9ESSNV,475254017,20210701,Active,2015,,Full Time Employees
67,# BROKER ADMIN,1215,Eye Specialist Surgeons of Northern VA,BEN9ESSNV,475254017,20210701,Active,2016,,Part Time Employees
67,# BROKER ADMIN,1034,Fair Salvage Company,BEN9GAFSC,383282357,20210301,Active,1602,,Fair Salvage Company
67,# BROKER ADMIN,682,Families Against Mandatory Minimums Foundation,BEN9FAMMF,521750246,20190601,Active,993,,Families Against Mandatory Minimums Foundation
67,# BROKER ADMIN,1130,Family Health Psychiatric & Counseling Center,BENGAFHPC,383544324,20210401,Active,1708,,Family Health Psychiatric & Counseling Center
67,# BROKER ADMIN,1030,Farmer's Co-Op Grain Co.,BEN9GAFCG,380530170,20210301,Active,1598,,Farmer's Co-Op Grain Co.
67,# BROKER ADMIN,1224,Felicia SCOTT-Sample old IRC template,,198225411,20001001,Active,2030,,Indian River County
67,# BROKER ADMIN,609,"Firstlantic Healthcare Management Group, Inc.",BEN9FHMG,472050075,20181101,Active,887,,"Firstlantic Healthcare Management Group, Inc."
67,# BROKER ADMIN,692,Flexera Global Inc,BEN9FLEXG,272223690,20200101,Active,1006,,Flexera Global Inc
67,# BROKER ADMIN,735,Fox Subacute Management Inc.,BENFXSUB,232467051,20190901,Active,1082,,Fox Subacute Management Inc.
67,# BROKER ADMIN,735,Fox Subacute Management Inc.,BENFXSUB,232467051,20190901,Active,1107,,Fox Subacute- Clara Burke
67,# BROKER ADMIN,735,Fox Subacute Management Inc.,BENFXSUB,232467051,20190901,Active,1109,,Fox Subacute- Mechanicsburg
67,# BROKER ADMIN,735,Fox Subacute Management Inc.,BENFXSUB,232467051,20190901,Active,1108,,Fox Subacute- South Philadelphia
67,# BROKER ADMIN,735,Fox Subacute Management Inc.,BENFXSUB,232467051,20190901,Active,1110,,Fox Subacute- Warrington
67,# BROKER ADMIN,785,Friends Life Care Partners,BENFLCC,233035012,20191016,Active,1148,,Friends Life Care Partners
67,# BROKER ADMIN,1196,Furbish Company,BENFURBCO,200156622,20210601,Active,1991,,Furbish Company
67,# BROKER ADMIN,1022,GA ACA Rate Template Client for broker pay,BENCODE,1234567,20000301,Active,1582,,1
67,# BROKER ADMIN,1022,GA ACA Rate Template Client for broker pay,BENCODE,1234567,20000301,Active,1583,,2
67,# BROKER ADMIN,1022,GA ACA Rate Template Client for broker pay,BENCODE,1234567,20000301,Active,1581,,4
67,# BROKER ADMIN,1022,GA ACA Rate Template Client for broker pay,BENCODE,1234567,20000301,Active,1580,,Custom Heating & Plumbing Inc.
67,# BROKER ADMIN,1141,GARNIER THIEBAUT INC,BEN9GARNIE,134225244,20210401,Active,1892,,GARNIER THIEBAUT INC
67,# BROKER ADMIN,1141,GARNIER THIEBAUT INC,BEN9GARNIE,134225244,20210401,Active,1893,,GENERAL (NOT IN S. BOSTON)
67,# BROKER ADMIN,1141,GARNIER THIEBAUT INC,BEN9GARNIE,134225244,20210401,Active,1894,,SOUTH BOSTON LOCATION
67,# BROKER ADMIN,756,Ghee Miami LLC,BEN9GHEEM,812692380,20190901,Active,1111,,Ghee Miami LLC
67,# BROKER ADMIN,716,Gilpin Hall,BENGILPIN,510075766,20190901,Active,1059,,Gilpin Hall
67,# BROKER ADMIN,1035,Gladwin City Housing Commission,BEN9GAGCH,382086116,20210301,Active,1603,,Gladwin City Housing Commission
67,# BROKER ADMIN,1305,"Global InfoTek, Inc.",BENGLOTEK,541791856,20211201,Active,2206,,"Global InfoTek, Inc."
67,# BROKER ADMIN,749,Global Tax Management,BENGTM,232817942,20190901,Active,1100,,Global Tax Management
67,# BROKER ADMIN,872,"Grace Construction Management Company, LLC",BEN9GRACM,260256249,20200401,Active,1270,,"Grace Construction Management Company, LLC"
67,# BROKER ADMIN,592,Granite Int'l Management TERM 9/1/2019,BENGRNTE,113529521,20180901,Active,865,,Granite Int'l Management
67,# BROKER ADMIN,611,"Gray Taxidermy, Inc.",BEN9GRAY,591832979,20181101,Active,889,,"Gray Taxidermy, Inc."
