ClientGroupName,ClientName,BillingStartDate,EIN,ClientDivisionName,ClientID,ClientDivisionID,Active,ClientAlternate,DeactivationDate,DivisionName
Brea James-Rhone,"Edenbridge Pharmaceuticals, LLC",20200901,271870197,,931,1344,Active,BENEDENPH,,"Edenbridge Pharmaceuticals, LLC"
Brea James-Rhone,Edgar Cayce's Association for Research & Enlighten,20171001,234512061,,430,616,Active,BEN9EDGAR,,Edgar Cayce's Association for Research & Enlighten
Brea James-Rhone,Enerco Group Inc.,20170401,341885480,,361,517,Active,BEN9ENERC,,Enerco Group Inc.
Brea James-Rhone,"Engineered Solutions, Inc.",20210101,621382123,,963,1412,Active,BENENGSOL,,"Engineered Solutions, Inc."
Brea James-Rhone,Enterprise-Knowledge,20180301,463204727,,515,745,Active,BENEKNOW,,enterprise-knowledge
Brea James-Rhone,"Eric Colbert & Associates, PC",20210401,521580305,,1174,1963,Active,BENERICCA,,"Eric Colbert & Associates, PC"
Brea James-Rhone,EVRY USA CORPORATION,20190301,363910805,,674,973,Active,BEN9EVRY,,EVRY USA CORPORATION
Brea James-Rhone,Finchers Texas Best Auto and Truck Sales,20150401,760661783,,140,189,Active,BEN9FINCH,,Finchers Texas Best LLC
Brea James-Rhone,"Fragrances Elite International, LLC",20210601,205171184,,1192,1987,Active,BENFRAGRA,,"Fragrances Elite International, LLC"
Brea James-Rhone,Garick LLC,20180101,264094112,,441,627,Active,BEN9GARLL,,Garick LLC
Brea James-Rhone,GARNIER THIEBAUT INC,20210401,134225244,,1141,1892,Active,BEN9GARNIE,,GARNIER THIEBAUT INC
Brea James-Rhone,GARNIER THIEBAUT INC,20210401,134225244,,1141,1893,Active,BEN9GARNIE,,GENERAL (NOT IN S. BOSTON)
Brea James-Rhone,GARNIER THIEBAUT INC,20210401,134225244,,1141,1894,Active,BEN9GARNIE,,SOUTH BOSTON LOCATION
Brea James-Rhone,Green Products Inc.,20210101,263057733,,993,1526,Active,BEN9NATPD,,Naturepedic
Brea James-Rhone,"GTG Automation, Inc.",20171001,208397990,,438,624,Active,BEN9GTGAU,,"GTG Automation, Inc."
Brea James-Rhone,"GTG Automation, Inc.",20171001,208397990,,438,1118,Active,BEN9GTGAU,,"Helios PSC, LLC"
Brea James-Rhone,Guidance Financial Group LLC,20160801,522323186,,254,335,Active,BEN9GUIDF,,Guidance Financial Group LLC
Brea James-Rhone,Gulf Building LLC,20181201,650290172,,618,896,Active,BENGLFBLD,,Gulf Building LLC
Brea James-Rhone,Hand Over Hand LLC,20210801,472485650,,1237,2065,Active,BENHANDOH,,Hand Over Hand
Brea James-Rhone,Hardy Chevrolet Inc,20201001,581480842,,938,1354,Active,BEN9HARDY,,Hardy Chevrolet Inc
Brea James-Rhone,Heeter Printing,20171001,251119296,,440,626,Active,BENHEETER,,Heeter Printing
Brea James-Rhone,Helix Group,20210101,830805119,,977,1500,Active,BEN9HELGR,,Helix Group
Brea James-Rhone,"Hercon Pharmaceuticals, LLC",20200801,371695573,,916,1325,Active,BENHERCON,,NON-UNION
Brea James-Rhone,"Hercon Pharmaceuticals, LLC",20200801,371695573,,916,1323,Active,BENHERCON,,UNION
Brea James-Rhone,"Hercon Pharmaceuticals, LLC",20200801,371695573,,916,1514,Active,BENHERCON,,Zydus Noveltech
Brea James-Rhone,Houston Christian High School--Termed effective 08/31/2021,20170701,760531636,,395,567,Active,BENHCHIGH,,Houston Christian High School
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1741,Active,BEN9IAPWW,,403A-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1742,Active,BEN9IAPWW,,AAVA-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1743,Active,BEN9IAPWW,,AAVA-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1744,Active,BEN9IAPWW,,AAVA-EFUC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1746,Active,BEN9IAPWW,,ACAK-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1747,Active,BEN9IAPWW,,ADIS-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1748,Active,BEN9IAPWW,,AFCL-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1749,Active,BEN9IAPWW,,AFCL-NFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1750,Active,BEN9IAPWW,,AFCP-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1751,Active,BEN9IAPWW,,AJAB-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1897,Active,BEN9IAPWW,,AMIC-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1753,Active,BEN9IAPWW,,APOS-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1754,Active,BEN9IAPWW,,ASPZ-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1755,Active,BEN9IAPWW,,ASPZ-EFNCP
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1756,Active,BEN9IAPWW,,ASPZ-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1757,Active,BEN9IAPWW,,ASPZ-EFUC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,2077,Active,BEN9IAPWW,,ATCR-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1758,Active,BEN9IAPWW,,ATLS-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1759,Active,BEN9IAPWW,,ATLS-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1760,Active,BEN9IAPWW,,ATLS-EFUC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1761,Active,BEN9IAPWW,,ATNT-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1762,Active,BEN9IAPWW,,ATNT-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1763,Active,BEN9IAPWW,,ATNT-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,2081,Active,BEN9IAPWW,,AUES-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1764,Active,BEN9IAPWW,,Bench
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,2091,Active,BEN9IAPWW,,BRDE-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1767,Active,BEN9IAPWW,,CENT-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1768,Active,BEN9IAPWW,,CENT-EFNCM
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1769,Active,BEN9IAPWW,,CFRS-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1770,Active,BEN9IAPWW,,CFRS-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1771,Active,BEN9IAPWW,,CFRS-EFUC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1904,Active,BEN9IAPWW,,CMAY-EFNCX
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,2124,Active,BEN9IAPWW,,COIC-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1775,Active,BEN9IAPWW,,CORP-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1776,Active,BEN9IAPWW,,CORP-EFNCP
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1777,Active,BEN9IAPWW,,CORP-EFNCX
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1778,Active,BEN9IAPWW,,CORP-EFNOD
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1779,Active,BEN9IAPWW,,CORP-EFNOW
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1780,Active,BEN9IAPWW,,CORP-EFNOX
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1781,Active,BEN9IAPWW,,CORPEFNCXS
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1901,Active,BEN9IAPWW,,CTOB-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1898,Active,BEN9IAPWW,,CTOB-EFUC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1788,Active,BEN9IAPWW,,ECC-LOA
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1791,Active,BEN9IAPWW,,EXPATCOBRA
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1792,Active,BEN9IAPWW,,GATM-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1793,Active,BEN9IAPWW,,GHROCOBRA
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1794,Active,BEN9IAPWW,,GHS3-EANO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1795,Active,BEN9IAPWW,,GHS3-EFNCP
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1796,Active,BEN9IAPWW,,GSAF-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1798,Active,BEN9IAPWW,,HAFA-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1799,Active,BEN9IAPWW,,HKIA-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1802,Active,BEN9IAPWW,,HKIA-NFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1740,Active,BEN9IAPWW,,"IAP Worldwide Services, Inc"
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1803,Active,BEN9IAPWW,,JECS-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1805,Active,BEN9IAPWW,,JECS-EFNCP
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1806,Active,BEN9IAPWW,,JECS-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1807,Active,BEN9IAPWW,,JECS-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1808,Active,BEN9IAPWW,,JISS-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1809,Active,BEN9IAPWW,,KPWC-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1814,Active,BEN9IAPWW,,LOGW-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1815,Active,BEN9IAPWW,,MATM-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1816,Active,BEN9IAPWW,,MATM-NFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1817,Active,BEN9IAPWW,,MCMC-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1818,Active,BEN9IAPWW,,MCMC-EFNCP
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1820,Active,BEN9IAPWW,,MCMC-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,2155,Active,BEN9IAPWW,,MidAtlantic-EFNC/EFUC/EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1822,Active,BEN9IAPWW,,MU02-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1824,Active,BEN9IAPWW,,NDTE-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1828,Active,BEN9IAPWW,,NDTE-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1831,Active,BEN9IAPWW,,NJOC-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1833,Active,BEN9IAPWW,,PAXR-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1834,Active,BEN9IAPWW,,PAXR-EFNCP
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1835,Active,BEN9IAPWW,,PAXR-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1836,Active,BEN9IAPWW,,PAXR-EFUC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1837,Active,BEN9IAPWW,,PBSS-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1838,Active,BEN9IAPWW,,PBSS-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1839,Active,BEN9IAPWW,,PBSS-EFUC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1840,Active,BEN9IAPWW,,PXSB-EFNCP
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1841,Active,BEN9IAPWW,,PXSB-EFUC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1842,Active,BEN9IAPWW,,QOSS-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1843,Active,BEN9IAPWW,,QOSS-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1844,Active,BEN9IAPWW,,R23E-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1845,Active,BEN9IAPWW,,R23N-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1846,Active,BEN9IAPWW,,RCMD-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,2037,Active,BEN9IAPWW,,SAND-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1847,Active,BEN9IAPWW,,SBAT-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1848,Active,BEN9IAPWW,,SEMA-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1849,Active,BEN9IAPWW,,SEMA-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,2204,Active,BEN9IAPWW,,SFES-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,2090,Active,BEN9IAPWW,,SLOG-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1850,Active,BEN9IAPWW,,SOGL-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1851,Active,BEN9IAPWW,,SOGL-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1852,Active,BEN9IAPWW,,SOUD-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1853,Active,BEN9IAPWW,,SOUD-NFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1854,Active,BEN9IAPWW,,SPA1-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1855,Active,BEN9IAPWW,,SPAU-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1856,Active,BEN9IAPWW,,SPC2-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1857,Active,BEN9IAPWW,,SPC2-EFNOP
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1858,Active,BEN9IAPWW,,SPVA-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1859,Active,BEN9IAPWW,,SPVI-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1860,Active,BEN9IAPWW,,SPVI-EFNOP
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1862,Active,BEN9IAPWW,,SPVP-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1863,Active,BEN9IAPWW,,SPVP-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,2082,Active,BEN9IAPWW,,SPVT-EFNO
